reg_id,type1,type2,Q,A
PERMEN_HUB_2019_63,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Perhubungan Republik Indonesia Nomor 63 Tahun 2019?,"BAB I: KETENTUAN UMUM;
BAB II: SPM DI STASIUN KERETA API;
BAB III: SPM DALAM PERJALANAN;
BAB IV: PENUMPANG BERKEBUTUHAN KHUSUS;
BAB V: PENYUSUNAN DAN PENERAPAN STANDAR PELAYANAN MINIMUM;
BAB VI: PENGAWASAN;
BAB VII: SANKSI;
BAB VIII: KETENTUAN PERALIHAN;
BAB IX: PENUTUP;"
PERMEN_KES_2017_45,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Kesehatan Republik Indonesia Nomor 45 Tahun 2017?,"BAB I: KETENTUAN UMUM;
BAB II: PERIZINAN;
BAB III: PENYELENGGARAAN PRAKTIK KEPROFESIAN PSIKOLOG KLINIS;
BAB IV: PEMBINAAN DAN PENGAWASAN;
BAB V: KETENTUAN PERALIHAN;
BAB VI: KETENTUAN PENUTUP;"
PERMEN_KES_2017_61,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Kesehatan Republik Indonesia Nomor 61 Tahun 2017?,_
PERMEN_KES_2019_49,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Kesehatan Republik Indonesia Nomor 49 Tahun 2019?,"BAB I: KETENTUAN UMUM;
BAB II: KEDUDUKAN, TUGAS, DAN FUNGSI;
BAB III: SUSUNAN ORGANISASI;
BAB IV: KELOMPOK STAF MEDIS;
BAB V: INSTALASI;
BAB VI: KELOMPOK JABATAN FUNGSIONAL;
BAB VII: DEWAN PENGAWAS;
BAB VIII: KOMITE DAN SATUAN PEMERIKSAAN INTERNAL;
BAB IX: TATA KERJA;
BAB X: ESELON;
BAB XI: KETENTUAN LAIN-LAIN;
BAB XII: KETENTUAN PERALIHAN;
BAB XIII: KETENTUAN PENUTUP;"
PERMEN_KES_2019_68,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Kesehatan Republik Indonesia Nomor 68 Tahun 2019?,"BAB I: KETENTUAN UMUM;
BAB II: KEDUDUKAN, TUGAS, DAN FUNGSI;
BAB III: SUSUNAN ORGANISASI;
BAB IV: KELOMPOK STAF MEDIS;
BAB V: INSTALASI;
BAB VI: KELOMPOK JABATAN FUNGSIONAL;
BAB VII: DEWAN PENGAWAS;
BAB VIII: KOMITE DAN SATUAN PEMERIKSAAN INTERNAL;
BAB IX: TATA KERJA;
BAB X: ESELON;
BAB XI: KETENTUAN LAIN-LAIN;
BAB XII: KETENTUAN PERALIHAN;
BAB XIII: KETENTUAN PENUTUP;"
PERMEN_KEU_2016_105,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Keuangan Republik Indonesia Nomor 105 Tahun 2016?,"BAB I: KETENTUAN UMUM;
BAB II: FASILITAS PERPAJAKAN DAN KEPABEANAN;
BAB III: TATA CARA PEMBERIAN FASILITAS;
BAB IV: KETENTUAN MENGENAI PENGALIHAN ATAU PEMINDAHTANGANAN;
BAB V: KETENTUAN LAIN-LAIN;
BAB VI: PENUTUP;"
PERMEN_KEU_2017_167,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Keuangan Republik Indonesia Nomor 167 Tahun 2017?,_
PERMEN_KEU_2017_184,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Keuangan Republik Indonesia Nomor 184 Tahun 2017?,"BAB I: KETENTUAN UMUM;
BAB II: PERSYARATAN UNTUK MENJADI KUASA HUKUM;
BAB III: KETENTUAN PENUTUP;"
PERMEN_KEU_2019_182,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Keuangan Republik Indonesia Nomor 182 Tahun 2019?,_
PERMEN_KOMINFO_2016_14,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Komunikasi Dan Informatika Republik Indonesia Nomor 14 Tahun 2016?,"BAB I: KETENTUAN UMUM;
BAB II: BENTUK, TIPE, NOMENKLATUR, DAN PENGGABUNGAN URUSAN;
BAB III: SUSUNAN ORGANISASI, TUGAS DAN FUNGSI;
BAB IV: KETENTUAN LAIN-LAIN;
BAB V: KETENTUAN PERALIHAN;
BAB VI: KETENTUAN PENUTUP;"
PERMEN_KOMINFO_2017_6,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Komunikasi Dan Informatika Republik Indonesia Nomor 6 Tahun 2017?,"BAB I: KETENTUAN UMUM;
BAB II: LAYANAN IPTV;
BAB III: TATA CARA DAN PERSYARATAN PENYELENGGARAAN LAYANAN IPTV;
BAB IV: EVALUASI PERMOHONAN PENYELENGGARAAN LAYANAN IPTV;
BAB V: SURAT PERSETUJUAN PENYELENGGARAAN LAYANAN IPTV;
BAB VI: EVALUASI DAN PENGAWASAN PENYELENGGARAAN LAYANAN IPTV;
BAB VII: SANKSI ADMINISTRATIF;
BAB VIII: KETENTUAN PENUTUP;"
PERMEN_KOPUKM_2016_19,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Koperasi Dan Usaha Kecil dan Menengah Republik Indonesia Nomor 19 Tahun 2016?,"BAB I: KETENTUAN UMUM;
BAB II: TUJUAN DAN RUANG LINGKUP;
BAB III: PENGGUNAAN DAK NON FISIK PENINGKATAN KAPASITAS KOPERASI, USAHA KECIL DAN MENENGAH;
BAB IV: PENYELENGGARAAN PELATIHAN;
BAB V: PENDAMPINGAN;
BAB VI: ALOKASI ANGGARAN;
BAB VII: PELAPORAN, MONITORING DAN EVALUASI;
BAB VIII: KETENTUAN PENUTUP;"
PERMEN_KOPUKM_2017_05,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Koperasi Dan Usaha Kecil dan Menengah Republik Indonesia Nomor 05 Tahun 2017?,_
PERMEN_KP_2015_35,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Nomor 35 Tahun 2015?,"BAB I: KETENTUAN UMUM;
BAB II: SISTEM HAM PERIKANAN;
BAB III: SERTIFIKASI HAM PERIKANAN;
BAB IV: PELATIHAN;
BAB V: PENGAWASAN;
BAB VI: SANKSI;
BAB VII: KETENTUAN LAIN-LAIN;
BAB VIII: KETENTUAN PENUTUP;"
PERMEN_KP_2016_30,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Nomor 30 Tahun 2016?,"BAB I: KEDUDUKAN, TUGAS, DAN FUNGSI;
BAB II: SUSUNAN KEANGGOTAAN DAN SEKRETARIAT;
BAB III: MEKANISME KERJA;
BAB IV: PEMBIAYAAN;
BAB V: KETENTUAN PENUTUP;"
PERMEN_KP_2017_2,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Nomor 2 Tahun 2017?,"BAB I: KETENTUAN UMUM;
BAB II: KEWENANGAN PENERBITAN SERTIFIKAT HAM PERIKANAN;
BAB III: PERSYARATAN DAN TATA CARA PENERBITAN SERTIFIKAT HAM PERIKANAN;
BAB IV: LEMBAGA PENILAI;
BAB V: LEMBAGA PELATIHAN;
BAB VI: KELUHAN;
BAB VII: PENDANAAN;
BAB VIII: PENUTUP;"
PERMEN_KP_2017_24,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Nomor 24 Tahun 2017?,"BAB I: KEDUDUKAN, TUGAS, DAN FUNGSI;
BAB II: SUSUNAN ORGANISASI;
BAB III: TATA KERJA;
BAB IV: ESELON;
BAB V: LOKASI;
BAB VI: KETENTUAN LAIN-LAIN;
BAB VII: KETENTUAN PERALIHAN;
BAB VIII: KETENTUAN PENUTUP;"
PERMEN_KP_2018_48,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Kelautan Dan Perikanan Republik Indonesia Nomor 48 Tahun 2018?,_
PERMEN_LHK_2016_82,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan Republik Indonesia Nomor 82 Tahun 2016?,"BAB I: KETENTUAN UMUM;
BAB II: RUANG LINGKUP;
BAB III: INFORMASI KERUGIAN NEGARA;
BAB IV: PENELITIAN, PEMERIKSAAN DAN PELAPORAN;
BAB V: TATA CARA PENYELESAIAN GANTI KERUGIAN NEGARA;
BAB VI: KEWAJIBAN KEPALA KANTOR/SATUAN KERJA;
BAB VII: PENYELESAIAN KERUGIAN NEGARA TINGKAT I;
BAB VIII: KEWAJIBAN UNIT ESELON I;
BAB IX: PROSES PADA KEMENTERIAN;
BAB X: TUNTUTAN GANTI RUGI BERDASARKAN TANGGUNGJAWAB RENTENG;
BAB XI: PENYELESAIAN KARENA KADALUARSA;
BAB XII: PENYELESAIAN BERDASARKAN HUKUM PIDANA;
BAB XIII: PENGHAPUSAN KERUGIAN NEGARA;
BAB XIV: KETENTUAN LAIN-LAIN;
BAB XV: KETENTUAN PERALIHAN;
BAB XVI: KETENTUAN PENUTUP;"
PERMEN_LHK_2015_58,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan Republik Indonesia Nomor 58 Tahun 2015?,"BAB I: KETENTUAN UMUM;
BAB II: HARI DAN JAM KERJA;
BAB III: PENCATATAN KEHADIRAN DAN KETIDAKHADIRAN;
BAB IV: REKAPITULASI KEHADIRAN;
BAB V: KETENTUAN LAIN-LAIN;
BAB VI: KETENTUAN PENUTUP;"
PERMEN_LHK_2017_21,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan Republik Indonesia Nomor 21 Tahun 2017?,_
PERMEN_LHK_2019_38,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan Republik Indonesia Nomor 38 Tahun 2019?,"BAB I: KETENTUAN UMUM;
BAB II: JENIS RENCANA USAHA DAN/ATAU KEGIATAN YANG WAJIB MEMILIKI AMDAL;
BAB III: JENIS RENCANA USAHA DAN/ATAU KEGIATAN YANG DIKECUALIKAN WAJIB MEMILIKI AMDAL;
BAB IV: PROSES PENAPISAN JENIS RENCANA USAHA DAN/ATAU KEGIATAN YANG WAJIB MEMILIKI AMDAL;
BAB V: PENAMBAHAN DAN PENGURANGAN JENIS RENCANA USAHA DAN/ATAU KEGIATAN YANG WAJIB MEMILIKI AMDAL;
BAB VI: KETENTUAN PERALIHAN;
BAB VII: KETENTUAN PENUTUP;"
PERMEN_LHK_2016_65,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan Republik Indonesia Nomor 65 Tahun 2016?,"BAB I: KETENTUAN UMUM;
BAB II: STANDAR KOMPETENSI PENYUSUN AMDAL;
BAB IV: SERTIFIKASI KOMPETENSI PENYUSUNAN AMDAL;
BAB IV: MONITORING DAN EVALUASI;
BAB V: KETENTUAN PENUTUP;"
PERMEN_LHK_2018_86,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan Republik Indonesia Nomor 86 Tahun 2018?,"BAB I: KETENTUAN UMUM;
BAB II: PEMBERIAN TUNJANGAN KINERJA;
BAB III: HARI DAN JAM KERJA;
BAB IV: PELANGGARAN JAM KERJA;
BAB V: BESARAN PEMBERIAN DAN PENGURANGAN/PEMOTONGAN TUNJANGAN KINERJA;
BAB VI: PENCATATAN DAN PEMBAYARAN TUNJANGAN KINERJA;
BAB VII: KETENTUAN PERALIHAN;
BAB VIII: KETENTUAN PENUTUP;"
PERMEN_LHK_2018_87,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan Republik Indonesia Nomor 87 Tahun 2018?,"BAB I: KETENTUAN UMUM;
BAB II: LAPORAN HARTA KEKAYAAN PENYELENGGARA NEGARA;
BAB III: LAPORAN HARTA KEKAYAAN APARATUR SIPIL NEGARA;
BAB IV: PENGAWASAN;
BAB V: SANKSI;
BAB VI: KETENTUAN PENUTUP;"
PERMEN_LU_2017_10,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Luar Negeri Republik Indonesia Nomor 10 Tahun 2017?,"BAB I: KETENTUAN UMUM;
BAB II: PROSES MANAJEMEN RISIKO;
BAB III: STRUKTUR MANAJEMEN RISIKO;
BAB IV: KETENTUAN PENUTUP;"
PERMEN_PANRB_2018_19,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Republik Indonesia Nomor 19 Tahun 2018?,_
PERMEN_PANRB_2018_25,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Republik Indonesia Nomor 25 Tahun 2018?,_
PERMEN_PERIN_2016_82,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Perindustrian Republik Indonesia Nomor 82 Tahun 2016?,_
PERMEN_PERIN_2018_17,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Perindustrian Republik Indonesia Nomor 17 Tahun 2018?,"BAB I: KETENTUAN UMUM;
BAB II: BENTUK, TIPE, PENGGABUNGAN URUSAN, DAN NOMENKLATUR PERANGKAT DAERAH YANG MENANGANI URUSAN PEMERINTAHAN BIDANG PERINDUSTRIAN;
BAB III: SUSUNAN ORGANISASI, TUGAS, DAN FUNGSI PERANGKAT DAERAH YANG MENANGANI URUSAN PEMERINTAHAN BIDANG PERINDUSTRIAN;
BAB IV: PENETAPAN ORGANISASI DAN TATA KERJA DINAS PERINDUSTRIAN PROVINSI DAN DINAS PERINDUSTRIAN KABUPATEN/KOTA;
BAB V: KETENTUAN PENUTUP;"
PERMEN_PERIN_2019_45,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Perindustrian Republik Indonesia Nomor 45 Tahun 2019?,"BAB I: KETENTUAN UMUM;
BAB II: PELAYANAN PERIZINAN BERUSAHA TERINTEGRASI SECARA ELEKTRONIK;
BAB III: TATA CARA PENERBITAN IUKI DAN IPKI;
BAB IV: PENGELOLAAN KAWASAN INDUSTRI;
BAB V: KEWENANGAN PEMERIKSAAN LAPANGAN;
BAB VI: KEWAJIBAN PERUSAHAAN KAWASAN INDUSTRI;
BAB VII: PEMBINAAN;
BAB VIII: PENGAWASAN;
BAB X: SANKSI;
BAB X: KETENTUAN PERALIHAN;
BAB XI: KETENTUAN PENUTUP;"
PERMEN_PERIN_2017_35,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Perindustrian Republik Indonesia Nomor 35 Tahun 2017?,_
PERMEN_RISTEKDIKTI_2017_11,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Riset Teknologi Dan Pendidikan Tinggi Republik Indonesia Nomor 11 Tahun 2017?,"BAB I: KETENTUAN UMUM;
BAB II: IDENTITAS;
BAB III: PENYELENGGARAAN TRIDHARMA PERGURUAN TINGGI;
BAB IV: VISI, MISI, DAN ORGANISASI;
BAB V: TATA CARA PENGANGKATAN DAN PEMBERHENTIAN PIMPINAN ORGAN;
BAB VI: SISTEM PENGENDALIAN DAN PENGAWASAN INTERNAL;
BAB VII: DOSEN DAN TENAGA KEPENDIDIKAN;
BAB VIII: MAHASISWA DAN ALUMNI;
BAB IX: PENGELOLAAN SARANA DAN PRASARANA;
BAB X: PENGELOLAAN ANGGARAN;
BAB XI: KERJA SAMA;
BAB XII: SISTEM PENJAMINAN MUTU INTERNAL;
BAB XIII: BENTUK DAN TATA CARA PENETAPAN PERATURAN;
BAB XIV: PENDANAAN DAN KEKAYAAN;
BAB XV: KETENTUAN LAIN-LAIN;
BAB XVI: KETENTUAN PERALIHAN;
BAB XVII: KETENTUAN PENUTUP;"
PERMEN_RISTEKDIKTI_2019_20,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Riset Teknologi Dan Pendidikan Tinggi Republik Indonesia Nomor 20 Tahun 2019?,"BAB I: KETENTUAN UMUM;
BAB II: IDENTITAS;
BAB III: PENYELENGGARAAN TRIDHARMA PERGURUAN TINGGI;
BAB IV: VISI, MISI, DAN ORGANISASI;
BAB V: TATA CARA PENGANGKATAN DAN PEMBERHENTIAN PIMPINAN ORGAN;
BAB VI: SISTEM PENGENDALIAN DAN PENGAWASAN INTERNAL;
BAB VII: DOSEN DAN TENAGA KEPENDIDIKAN;
BAB VIII: MAHASISWA DAN ALUMNI;
BAB IX: PENGELOLAAN SARANA DAN PRASARANA;
BAB X: PENGELOLAAN ANGGARAN;
BAB XI: KERJA SAMA;
BAB XII: SISTEM PENJAMINAN MUTU;
BAB XIII: BENTUK DAN TATA CARA PEMBENTUKAN PERATURAN DAN KEPUTUSAN;
BAB XIV: PENDANAAN DAN KEKAYAAN;
BAB XV: KETENTUAN LAIN-LAIN;
BAB XVI: KETENTUAN PERALIHAN;
BAB XVII: KETENTUAN PENUTUP;"
PERMEN_TAN_2018_12,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Pertanian Republik Indonesia Nomor 12 Tahun 2018?,"BAB I: KETENTUAN UMUM;
BAB II: PRODUKSI BENIH;
BAB III: SERTIFIKASI BENIH;
BAB IV: PEREDARAN BENIH;
BAB V: PEMBINAAN DAN PENGAWASAN;
BAB VI: KETENTUAN SANKSI ADMINISTRATIF;
BAB VII: KETENTUAN PERALIHAN;
BAB VIII: KETENTUAN PENUTUP;"
PERMEN_TAN_2016_10,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Pertanian Republik Indonesia Nomor 10 Tahun 2016?,"BAB I: KETENTUAN UMUM;
BAB II: PENYEDIAAN;
BAB III: PEREDARAN;
BAB IV: KESEHATAN HEWAN;
BAB V: PENGAWASAN;
BAB VI: KETENTUAN SANKSI;
BAB VII: KETENTUAN PENUTUP;"
PERMEN_TAN_2016_24,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Pertanian Republik Indonesia Nomor 24 Tahun 2016?,_
PERMENKO_MARITIM_2018_1,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Menteri Koordinator Bidang Kemaritiman dan Investasi Republik Indonesia Nomor 1 Tahun 2018?,_
PERPRES_2015_142,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Presiden  Republik Indonesia Nomor 142 Tahun 2015?,_
PERPRES_2016_120,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Presiden  Republik Indonesia Nomor 120 Tahun 2016?,_
PERPRES_2017_57,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Presiden  Republik Indonesia Nomor 57 Tahun 2017?,_
PERPRES_2018_82,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Presiden  Republik Indonesia Nomor 82 Tahun 2018?,"BAB I: KETENTUAN UMUM;
BAB II: PESERTA DAN KEPESERTAAN;
BAB III: IURAN;
BAB IV: MANFAAT JAMINAN KESEHATAN;
BAB V: PENYELENGGARAAN PELAYANAN KESEHATAN;
BAB VI: FASILITAS KESEHATAN;
BAB VII: KENDALI MUTU DAN KENDALI BIAYA PENYELENGGARAAN JAMINAN KESEHATAN;
BAB VIII: PELAYANAN INFORMASI DAN PENANGANAN PENGADUAN;
BAB IX: PENYELESAIAN SENGKETA;
BAB X: PENCEGAHAN DAN PENANGANAN KECURANGAN (FRAUD) DALAM PELAKSANAAN PROGRAM JAMINAN KESEHATAN;
BAB XI: PENGAWASAN, MONITORING, DAN EVALUASI;
BAB XII: DUKUNGAN PEMERINTAH DAERAH;
BAB XIII: KETENTUAN PERALIHAN;
BAB XIV: KETENTUAN PENUTUP;"
PERPRES_2018_86,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Presiden  Republik Indonesia Nomor 86 Tahun 2018?,"BAB I: KETENTUAN UMUM;
BAB II: TUJUAN;
BAB III: PENYELENGGARAAN REFORMA AGRARIA;
BAB IV: PENANGANAN SENGKETA DAN KONFLIK AGRARIA;
BAB V: KELEMBAGAAN REFORMA AGRARIA;
BAB VI: KEWAJIBAN DAN LARANGAN PENERIMA TANAH OBJEK REFORMA AGRARIA;
BAB VII: PENDANAAN;
BAB VIII: PELAPORAN;
BAB IX: PERAN SERTA MASYARAKAT;
BAB X: KETENTUAN PENUTUP;"
PERPRES_2019_96,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Presiden  Republik Indonesia Nomor 96 Tahun 2019?,"BAB I: KEDUDUKAN, TUGAS, DAN FUNGSI;
BAB II: ORGANISASI;
BAB III: TATA KERJA;
BAB IV: PENDANAAN;
BAB V: KETENTUAN LAIN-LAIN;
BAB VI: KETENTUAN PERALIHAN;
BAB VII: KETENTUAN PENUTUP;"
PERPROV_JABAR_2004_4,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Daerah Provinsi Jawa Barat Nomor 4 Tahun 2004?,"BAB I: KETENTUAN UMUM.;
BAB II: RUANG LINGKUP PENGUJIAN;
BAB III: RETRIBUSI;
BAB IV: KERJASAMA;
BAB V: PEMBINAAN, PENGAWASAN DAN PENGENDALIAN;
BAB VI: KETENTUAN PENUTUP;"
PERPROV_JABAR_2013_12,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Daerah Provinsi Jawa Barat Nomor 12 Tahun 2013?,"BAB I: KETENTUAN UMUM;
BAB II: PENYERTAAN MODAL DAERAH;
BAB III: PENGENDALIAN;
BAB IV: KETENTUAN PENUTUP;"
PERPROV_JAMBI_2013_7,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Daerah Provinsi Jambi Nomor 7 Tahun 2013?,"BAB I: KETENTUAN UMUM;
BAB II: ASAS, TUJUAN DAN RUANG LINGKUP;
BAB III: ARAH DAN SASARAN;
BAB IV: PELESTARIAN DAN PENGEMBANGAN SEJARAH MELAYU JAMBI;
BAB V: PELESTARIAN DAN PENGEMBANGAN ADAT MELAYU JAMBI;
BAB VI: PELESTARIAN DAN PENGEMBANGAN CAGAR BUDAYA DAN PERCANDIAN MUAROJAMBI;
BAB VII: PELESTARIAN DAN PENGEMBANGAN BAHASA MELAYU JAMBI;
BAB VIII: PELESTARIAN DAN PENGEMBANGAN KESENIAN;
BAB IX: PELESTARIAN DAN PENGEMBANGAN SISTEM PENGETAHUAN DAN TEKNOLOGI;
BAB X: PELESTARIAN DAN PENGEMBANGAN MAKANAN DAN MINUMAN;
BAB XI: PELESTARIAN DAN PENGEMBANGAN PAKAIAN TRADISIONAL MELAYU JAMBI;
BAB XII: PELESTARIAN DAN PENGEMBANGAN SUNGAI BATANGHARI;
BAB XIII: KELEMBAGAAN;
BAB XIV: WEWENANG DAN TANGGUNGJAWAB;
BAB XV: PENDANAAN;
BAB XVI: KETENTUAN PENUTUP Pasal 23..............;"
PERPROV_NTB_2015_2,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Daerah Provinsi Nusa Tenggara Barat Nomor 2 Tahun 2015?,"BAB I: KETENTUAN UMUM;
BAB II: ASAS DAN TUJUAN;
BAB III: PERENCANAAN;
BAB IV: KEBIJAKAN ENERGI DAERAH DAN STRATEGI IMPLEMENTASI;
BAB V: KEWENANGAN DAN KOORDINASI;
BAB VI: PEMBERIAN IZIN DAN REKOMENDASI;
BAB VII: PENGELOLAAN ENERGI;
BAB VIII: USAHA KETENAGALISTRIKAN DAN KETEKNIKAN;
BAB IX: HARGA JUAL, SEWA JARINGAN DAN TARIF TENAGA LISTRIK;
BAB X: HAK DAN KEWAJIBAN PEMEGANG IZIN USAHA PENYEDIAAN TENAGA LISTRIK DAN KONSUMEN TENAGA LISTRIK;
BAB XI: PEMBINAAN DAN PENGAWASAN;
BAB XII: SANKSI ADMINISTRATIF;
BAB XIII: PENYIDIKAN;
BAB XIV: KETENTUAN PIDANA;
BAB XV: KETENTUAN PERALIHAN;
BAB XVI: KETENTUAN PENUTUP;"
PP_1980_37,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 37 Tahun 1980?,_
PP_1981_33,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 33 Tahun 1981?,"BAB I: PENAMBAHAN PENYERTAAN MODAL;
BAB II: PELAKSANAAN PENAMBAHAN PENYERTAN MODAL;
BAB III: KETENTUAN PENUTUP;"
PP_1982_29,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 29 Tahun 1982?,_
PP_1985_26,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 26 Tahun 1985?,"BAB I: KETENTUAN UMUM;
BAB II: JARINGAN JALAN;
BAB III: BAGIAN-BAGIAN JALAN;
BAB V: PEMBINAAN JALAN;
BAB VI: DOKUMEN JALAN;
BAB VII: KETENTUAN PIDANA;
BAB VIII: KETENTUAN-KETENTUAN LAIN;
BAB IX: KETENTUAN PERALIHAN;
BAB X: KETENTUAN PENUTUP;"
PP_1995_36,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 36 Tahun 1995?,_
PP_1996_48,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 48 Tahun 1996?,_
PP_1996_65,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 65 Tahun 1996?,_
PP_1998_35,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 35 Tahun 1998?,"BAB I: PENYERTAAN MODAL NEGARA;
BAB II: MAKSUD DAN TUJUAN PERSERO;
BAB III: MODAL PERSERO;
BAB IV: PELAKSANAAN PENDIRIAN PERSERO;
BAB V: KETENTUAN PENUTUP;"
PP_1998_9,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 9 Tahun 1998?,"BAB I: PENAMBAHAN PENYERTAAN MODAL;
BAB II: PELAKSANAAN PENAMBAHAN PENYERTAAN MODAL;
BAB III: KETENTUAN PENUTUP;"
PP_1999_27,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 27 Tahun 1999?,"BAB I: KETENTUAN UMUM;
BAB II: KOMISI PENILAI ANALISIS MENGENAI DAMPAK LINGKUNGAN HIDUP;
BAB III: TATA LAKSANA;
BAB IV: PEMBINAAN;
BAB V: PENGAWASAN;
BAB VI: KETERBUKAAN INFORMASI DAN PERAN MASYARAKAT;
BAB VII: PEMBIAYAAN;
BAB VIII: KETENTUAN PERALIHAN;
BAB IX: KETENTUAN PENUTUP;"
PP_1999_39,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 39 Tahun 1999?,"BAB I: PENAMBAHAN PENYERTAAN MODAL;
BAB II: PELAKSANAAN PENAMBAHAN PENYERTAAN MODAL;
BAB III: KETENTUAN PENUTUP;"
PP_2018_22,Q3,Q3.1,Apa saja Bab yang dibahas dalam Peraturan Pemerintah  Republik Indonesia Nomor 22 Tahun 2018?,"BAB I: KETENTUAN UMUM;
BAB II: PERMOHONAN INTERNASIONAL;
BAB III: PENDAFTARAN INTERNASIONAL;
BAB IV: TRANSFORMASI;
BAB V: PENGGANTIAN;
BAB VI: KETENTUAN PENUTUP;"
